employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,TrainingPerformance,TrainingEffectiveness,WorkforceStability,RetentionRisk,Region_Display,Top_Performer
46040,Technology,region_10,Bachelors,m,other,1,33,3,6,0,0,82,High,Medium,Medium,Medium Risk,Region 10,No
37559,Operations,region_6,Bachelors,m,sourcing,2,33,3,7,0,0,60,Medium,Medium,Medium,Medium Risk,Region 6,No
35361,Operations,region_2,Bachelors,m,sourcing,1,41,3,10,0,0,61,Medium,Medium,Medium,Medium Risk,Region 2,No
47379,Sales & Marketing,region_4,Masters & above,m,other,1,34,2,2,0,0,44,Low,Low,Low,High Risk,Region 4,No
56753,R&D,region_4,Masters & above,m,other,1,30,3,6,0,0,87,High,Medium,Medium,Medium Risk,Region 4,No
14899,Operations,region_15,Bachelors,m,other,1,35,4,9,1,0,60,Medium,Medium,High,Medium Risk,Region 15,No
5531,Operations,region_2,Bachelors,f,sourcing,2,29,5,2,1,0,62,Medium,High,Low,High Risk,Region 2,No
23664,HR,region_2,Masters & above,f,other,1,47,4,5,1,0,47,Low,Medium,High,Medium Risk,Region 2,No
2228,Technology,region_28,Bachelors,f,other,1,26,1,3,0,0,77,High,Low,Medium,High Risk,Region 28,No
57043,Analytics,region_22,Bachelors,m,sourcing,1,32,3,6,0,0,83,High,Medium,Medium,Medium Risk,Region 22,No
61379,Operations,region_2,Masters & above,f,sourcing,1,51,3,7,0,0,63,Medium,Medium,Medium,Medium Risk,Region 2,No
55229,Procurement,region_13,Masters & above,m,other,1,46,2,6,0,0,71,Medium,Low,Medium,High Risk,Region 13,No
63298,Procurement,region_22,Bachelors,f,other,1,29,3,1,0,0,67,Medium,Medium,Low,High Risk,Region 22,No
76085,Technology,region_27,Bachelors,m,sourcing,1,37,4,6,1,0,82,High,Medium,High,Medium Risk,Region 27,No
30443,Analytics,region_28,Masters & above,m,other,2,41,5,7,1,0,86,High,High,High,Low Risk,Region 28,No
16137,Sales & Marketing,region_6,Bachelors,m,other,1,38,3,14,0,0,46,Low,Medium,Medium,Medium Risk,Region 6,No
61857,Sales & Marketing,region_13,Masters & above,m,sourcing,1,45,3,7,1,0,50,Medium,Medium,High,Medium Risk,Region 13,No
2617,Operations,region_2,Bachelors,f,other,1,39,4,13,1,0,60,Medium,Medium,High,Medium Risk,Region 2,No
38238,Finance,region_7,Masters & above,m,sourcing,1,33,1,7,0,0,64,Medium,Low,Medium,High Risk,Region 7,No
1589,Sales & Marketing,region_10,Masters & above,m,sourcing,1,38,5,9,0,0,52,Medium,Medium,Medium,Medium Risk,Region 10,No
50386,Sales & Marketing,region_16,Bachelors,m,other,1,26,5,2,0,0,48,Low,Medium,Low,High Risk,Region 16,No
26816,Procurement,region_13,Bachelors,m,sourcing,1,31,5,6,0,0,71,Medium,Medium,Medium,Medium Risk,Region 13,No
42761,Procurement,region_31,Masters & above,m,other,1,37,5,5,1,0,73,Medium,Medium,High,Medium Risk,Region 31,No
50011,Sales & Marketing,region_26,Bachelors,m,sourcing,1,31,5,3,0,0,48,Low,Medium,Medium,Medium Risk,Region 26,No
43450,Analytics,region_22,Bachelors,m,sourcing,1,26,3,1,1,0,87,High,Medium,Low,High Risk,Region 22,No
3242,Sales & Marketing,region_19,Bachelors,m,sourcing,1,28,2,2,0,0,54,Medium,Low,Low,High Risk,Region 19,No
58320,Finance,region_2,Masters & above,m,sourcing,1,34,1,8,0,0,58,Medium,Low,Medium,High Risk,Region 2,No
72514,Procurement,region_16,Masters & above,m,other,2,34,3,2,0,0,68,Medium,Medium,Low,High Risk,Region 16,No
40640,Procurement,region_27,Masters & above,m,sourcing,1,42,4,4,1,0,76,High,Medium,Medium,Medium Risk,Region 27,No
68285,Finance,region_2,Masters & above,f,other,1,50,3,4,0,0,56,Medium,Medium,Medium,Medium Risk,Region 2,No
37528,Sales & Marketing,region_1,Bachelors,m,sourcing,1,29,2,5,0,0,47,Low,Low,Medium,High Risk,Region 1,No
25862,HR,region_2,Masters & above,f,sourcing,1,42,5,5,0,0,50,Medium,Medium,Medium,Medium Risk,Region 2,No
22322,Operations,region_27,Bachelors,m,other,1,47,3,18,0,0,59,Medium,Medium,Medium,Medium Risk,Region 27,No
21841,Procurement,region_21,Bachelors,m,sourcing,1,29,3,4,1,0,70,Medium,Medium,Medium,Medium Risk,Region 21,No
60125,Operations,region_2,Bachelors,f,other,1,31,3,3,1,0,59,Medium,Medium,Medium,Medium Risk,Region 2,No
40861,Operations,region_34,Bachelors,m,sourcing,1,40,3,5,0,0,56,Medium,Medium,Medium,Medium Risk,Region 34,No
16371,Operations,region_22,Bachelors,m,sourcing,1,34,5,9,0,0,81,High,Medium,Medium,Medium Risk,Region 22,No
71796,Finance,region_15,Bachelors,m,other,1,31,3,4,0,0,57,Medium,Medium,Medium,Medium Risk,Region 15,No
67823,Operations,region_22,Bachelors,f,sourcing,1,44,5,3,1,0,58,Medium,Medium,Medium,Medium Risk,Region 22,No
69196,Procurement,region_7,Bachelors,f,sourcing,1,33,3,6,0,0,67,Medium,Medium,Medium,Medium Risk,Region 7,No
55338,Sales & Marketing,region_24,Bachelors,m,sourcing,1,29,3,2,0,0,51,Medium,Medium,Low,High Risk,Region 24,No
14136,Operations,region_4,Masters & above,f,sourcing,1,33,5,6,1,1,93,High,Medium,High,Medium Risk,Region 4,Yes
5079,Operations,region_22,Bachelors,f,other,1,33,5,9,1,0,57,Medium,Medium,High,Medium Risk,Region 22,No
9657,Operations,region_2,Bachelors,f,sourcing,1,59,3,12,0,0,60,Medium,Medium,Medium,Medium Risk,Region 2,No
72357,Operations,region_2,Masters & above,m,other,1,40,4,7,1,0,58,Medium,Medium,High,Medium Risk,Region 2,No
15789,Technology,region_7,Bachelors,m,sourcing,2,32,4,5,0,0,78,High,High,Medium,Medium Risk,Region 7,No
7125,Sales & Marketing,region_7,Bachelors,m,other,1,28,5,4,0,1,63,Medium,Medium,Medium,Medium Risk,Region 7,No
33738,Operations,region_2,Bachelors,m,sourcing,1,48,3,7,1,0,62,Medium,Medium,High,Medium Risk,Region 2,No
4294,Operations,region_19,Bachelors,m,other,1,32,4,7,1,0,54,Medium,Medium,High,Medium Risk,Region 19,No
63966,Sales & Marketing,region_23,Bachelors,m,sourcing,2,30,4,7,0,0,51,Medium,High,Medium,Medium Risk,Region 23,No
40762,Operations,region_21,Bachelors,m,other,1,33,4,9,0,0,60,Medium,Medium,Medium,Medium Risk,Region 21,No
68375,Finance,region_22,Bachelors,f,sourcing,1,28,3,3,0,0,57,Medium,Medium,Medium,Medium Risk,Region 22,No
11846,Sales & Marketing,region_16,Masters & above,m,sourcing,1,37,4,4,0,0,54,Medium,Medium,Medium,Medium Risk,Region 16,No
38731,Sales & Marketing,region_2,Bachelors,m,other,1,32,4,4,1,0,51,Medium,Medium,Medium,Medium Risk,Region 2,No
16068,Sales & Marketing,region_2,Bachelors,f,other,1,31,1,3,1,0,48,Low,Low,Medium,High Risk,Region 2,No
70850,Sales & Marketing,region_2,Bachelors,m,other,2,40,4,10,1,0,52,Medium,High,High,Low Risk,Region 2,No
61573,Analytics,region_26,Bachelors,m,other,2,30,3,9,0,0,85,High,Medium,Medium,Medium Risk,Region 26,No
38907,Sales & Marketing,region_32,Bachelors,f,other,1,32,5,5,1,0,49,Low,Medium,High,Medium Risk,Region 32,No
23461,Finance,region_27,Bachelors,m,sourcing,3,23,3,1,0,0,59,Medium,Medium,Low,High Risk,Region 27,No
44489,Sales & Marketing,region_9,Bachelors,m,other,1,23,3,1,0,0,56,Medium,Medium,Low,High Risk,Region 9,No
19827,Procurement,region_27,Masters & above,f,sourcing,1,34,4,7,0,0,74,Medium,Medium,Medium,Medium Risk,Region 27,No
76668,Procurement,region_11,Masters & above,m,sourcing,1,50,3,18,0,0,71,Medium,Medium,Medium,Medium Risk,Region 11,No
45085,Analytics,region_7,Bachelors,m,sourcing,1,29,3,2,0,0,84,High,Medium,Low,High Risk,Region 7,No
60654,Sales & Marketing,region_6,Bachelors,m,other,1,30,5,5,1,0,47,Low,Medium,High,Medium Risk,Region 6,No
48910,Sales & Marketing,region_16,Bachelors,m,sourcing,2,32,1,3,0,0,53,Medium,Low,Medium,High Risk,Region 16,No
72082,Operations,region_27,Bachelors,f,other,1,34,3,3,1,0,64,Medium,Medium,Medium,Medium Risk,Region 27,No
22200,Finance,region_13,Bachelors,m,other,2,29,3,2,0,0,59,Medium,Medium,Low,High Risk,Region 13,No
43893,Procurement,region_16,Bachelors,f,sourcing,1,26,3,3,0,0,72,Medium,Medium,Medium,Medium Risk,Region 16,No
77137,Operations,region_15,Bachelors,f,other,1,32,3,7,1,0,60,Medium,Medium,High,Medium Risk,Region 15,No
34431,Sales & Marketing,region_2,Bachelors,m,other,1,22,3,1,0,0,51,Medium,Medium,Low,High Risk,Region 2,No
34085,Technology,region_2,Masters & above,f,sourcing,1,32,1,5,0,0,78,High,Low,Medium,High Risk,Region 2,No
28120,Procurement,region_27,Bachelors,m,other,1,43,5,4,0,1,81,High,Medium,Medium,Medium Risk,Region 27,No
49022,Analytics,region_22,Masters & above,m,other,2,41,3,2,1,1,84,High,Medium,Medium,Medium Risk,Region 22,Yes
34069,HR,region_2,Bachelors,m,sourcing,1,27,1,2,0,0,48,Low,Low,Low,High Risk,Region 2,No
62775,R&D,region_2,Bachelors,m,other,1,27,5,2,0,0,79,High,Medium,Low,High Risk,Region 2,No
35063,Technology,region_7,Bachelors,f,other,1,29,1,5,0,0,79,High,Low,Medium,High Risk,Region 7,No
24136,Technology,region_2,Bachelors,m,sourcing,1,60,2,5,0,0,81,High,Low,Medium,High Risk,Region 2,No
64242,Sales & Marketing,region_5,Bachelors,m,other,2,28,3,5,0,0,51,Medium,Medium,Medium,Medium Risk,Region 5,No
59751,Operations,region_22,Bachelors,f,sourcing,1,26,1,3,0,0,55,Medium,Low,Medium,High Risk,Region 22,No
44178,Technology,region_13,Bachelors,f,sourcing,1,29,3,7,0,0,75,High,Medium,Medium,Medium Risk,Region 13,No
73870,Sales & Marketing,region_7,Bachelors,m,other,1,24,4,2,0,0,50,Medium,Medium,Low,High Risk,Region 7,No
1547,R&D,region_22,Masters & above,m,sourcing,1,28,3,1,0,0,85,High,Medium,Low,High Risk,Region 22,No
36237,Procurement,region_26,Bachelors,f,other,2,49,5,22,1,0,71,Medium,High,High,Low Risk,Region 26,No
15215,HR,region_2,Bachelors,f,sourcing,1,37,5,9,0,0,60,Medium,Medium,Medium,Medium Risk,Region 2,No
12811,Sales & Marketing,region_15,Bachelors,m,other,1,32,1,2,0,0,47,Low,Low,Low,High Risk,Region 15,No
70413,Technology,region_6,Bachelors,m,other,1,24,3,1,0,0,79,High,Medium,Low,High Risk,Region 6,No
66122,Analytics,region_2,Bachelors,m,sourcing,1,28,3,1,0,0,81,High,Medium,Low,High Risk,Region 2,No
54334,Procurement,region_2,Masters & above,m,sourcing,1,45,5,3,1,0,74,Medium,Medium,Medium,Medium Risk,Region 2,No
700,Analytics,region_22,Bachelors,m,other,1,33,3,10,1,0,87,High,Medium,High,Medium Risk,Region 22,No
76355,Procurement,region_7,Masters & above,f,other,2,35,3,9,1,0,67,Medium,Medium,High,Medium Risk,Region 7,No
32555,Sales & Marketing,region_13,Bachelors,m,sourcing,2,29,1,2,0,0,45,Low,Low,Low,High Risk,Region 13,No
48784,Sales & Marketing,region_2,Bachelors,f,other,1,22,5,1,0,0,45,Low,Medium,Low,High Risk,Region 2,No
26197,HR,region_25,Masters & above,m,sourcing,1,49,4,8,0,0,51,Medium,Medium,Medium,Medium Risk,Region 25,No
15262,Sales & Marketing,region_25,Bachelors,m,other,2,29,5,5,1,0,52,Medium,High,High,Low Risk,Region 25,No
10514,Analytics,region_30,Bachelors,m,other,2,30,2,3,1,0,81,High,Low,Medium,High Risk,Region 30,No
11521,Sales & Marketing,region_2,Bachelors,m,other,3,31,3,5,0,0,45,Low,Medium,Medium,Medium Risk,Region 2,No
5494,Sales & Marketing,region_25,Bachelors,m,other,1,33,5,10,0,0,58,Medium,Medium,Medium,Medium Risk,Region 25,No
32115,Sales & Marketing,region_2,Bachelors,m,other,2,27,5,3,1,0,50,Medium,High,Medium,Medium Risk,Region 2,No
31670,Operations,region_15,Bachelors,m,other,1,38,3,2,0,0,62,Medium,Medium,Low,High Risk,Region 15,No
31910,Procurement,region_13,Bachelors,f,sourcing,1,33,2,4,0,0,75,High,Low,Medium,High Risk,Region 13,No
72748,Technology,region_16,Bachelors,f,other,1,27,4,4,0,0,81,High,Medium,Medium,Medium Risk,Region 16,No
3208,Finance,region_27,Bachelors,m,sourcing,1,24,3,3,0,0,66,Medium,Medium,Medium,Medium Risk,Region 27,No
47019,Procurement,region_13,Masters & above,f,other,1,32,3,5,1,0,67,Medium,Medium,High,Medium Risk,Region 13,No
21007,Operations,region_7,Masters & above,f,sourcing,1,35,3,7,0,0,59,Medium,Medium,Medium,Medium Risk,Region 7,No
52527,Operations,region_19,Masters & above,m,sourcing,1,34,3,9,0,0,60,Medium,Medium,Medium,Medium Risk,Region 19,No
60950,Analytics,region_26,Bachelors,f,other,1,30,4,6,1,0,84,High,Medium,High,Medium Risk,Region 26,No
6675,Sales & Marketing,region_15,Bachelors,m,other,1,45,3,14,0,0,51,Medium,Medium,Medium,Medium Risk,Region 15,No
38284,Sales & Marketing,region_32,Bachelors,f,sourcing,1,29,3,5,0,0,52,Medium,Medium,Medium,Medium Risk,Region 32,No
66600,Technology,region_13,Bachelors,f,other,1,34,3,2,0,0,72,Medium,Medium,Low,High Risk,Region 13,No
52520,Sales & Marketing,region_2,Bachelors,m,other,1,27,1,3,0,0,45,Low,Low,Medium,High Risk,Region 2,No
34181,Sales & Marketing,region_13,Bachelors,m,other,1,30,3,1,0,0,49,Low,Medium,Low,High Risk,Region 13,No
49610,Technology,region_2,Bachelors,m,other,1,28,1,4,0,0,76,High,Low,Medium,High Risk,Region 2,No
22663,Operations,region_22,Bachelors,m,other,1,34,3,7,0,0,59,Medium,Medium,Medium,Medium Risk,Region 22,No
12732,Technology,region_2,Bachelors,f,sourcing,1,29,3,1,1,0,80,High,Medium,Low,High Risk,Region 2,No
25755,Technology,region_34,Bachelors,m,other,1,30,4,4,1,0,81,High,Medium,Medium,Medium Risk,Region 34,No
61611,Sales & Marketing,region_17,Bachelors,m,sourcing,2,37,3,7,0,0,49,Low,Medium,Medium,Medium Risk,Region 17,No
2420,Procurement,region_15,Bachelors,f,sourcing,1,36,3,2,0,0,69,Medium,Medium,Low,High Risk,Region 15,No
75643,Sales & Marketing,region_16,Bachelors,f,sourcing,1,32,1,3,0,0,50,Medium,Low,Medium,High Risk,Region 16,No
32020,Sales & Marketing,region_4,Masters & above,f,sourcing,1,32,3,6,0,0,49,Low,Medium,Medium,Medium Risk,Region 4,No
77186,Sales & Marketing,region_7,Bachelors,m,other,1,30,5,7,1,0,49,Low,Medium,High,Medium Risk,Region 7,No
9064,Sales & Marketing,region_7,Bachelors,m,other,1,36,3,5,0,0,51,Medium,Medium,Medium,Medium Risk,Region 7,No
40441,Analytics,region_20,Bachelors,m,sourcing,2,30,4,3,0,0,80,High,High,Medium,Medium Risk,Region 20,No
32573,Operations,region_2,Masters & above,f,other,1,36,5,8,1,0,62,Medium,Medium,High,Medium Risk,Region 2,No
30192,Finance,region_7,Masters & above,m,sourcing,2,33,3,2,1,0,94,High,Medium,Low,High Risk,Region 7,No
54211,Procurement,region_2,Bachelors,f,other,1,41,3,13,0,0,71,Medium,Medium,Medium,Medium Risk,Region 2,No
61905,Analytics,region_31,Bachelors,f,sourcing,1,30,3,6,0,0,87,High,Medium,Medium,Medium Risk,Region 31,No
66795,Technology,region_17,Masters & above,f,sourcing,1,41,1,14,0,0,80,High,Low,Medium,High Risk,Region 17,No
42697,Operations,region_8,Bachelors,f,sourcing,1,33,3,10,0,0,65,Medium,Medium,Medium,Medium Risk,Region 8,No
8650,Procurement,region_22,Bachelors,m,referred,2,27,5,3,1,0,71,Medium,High,Medium,Medium Risk,Region 22,No
14583,Analytics,region_22,Bachelors,m,other,2,30,2,7,1,0,96,High,Low,High,High Risk,Region 22,No
969,Procurement,region_2,Masters & above,m,other,1,50,5,7,0,1,98,High,Medium,Medium,Medium Risk,Region 2,No
11626,Analytics,region_22,Bachelors,m,sourcing,1,27,3,1,1,1,88,High,Medium,Medium,Medium Risk,Region 22,Yes
24135,Finance,region_32,Bachelors,m,other,1,29,1,2,0,0,61,Medium,Low,Low,High Risk,Region 32,No
12218,Technology,region_13,Masters & above,f,other,1,59,3,4,0,0,79,High,Medium,Medium,Medium Risk,Region 13,No
41449,Procurement,region_26,Bachelors,f,sourcing,1,24,3,1,0,0,74,Medium,Medium,Low,High Risk,Region 26,No
9361,Operations,region_20,Bachelors,m,sourcing,1,31,2,3,0,0,56,Medium,Low,Medium,High Risk,Region 20,No
66825,Procurement,region_2,Masters & above,m,sourcing,1,42,4,4,0,0,69,Medium,Medium,Medium,Medium Risk,Region 2,No
72830,HR,region_22,Bachelors,m,other,1,27,1,3,0,0,52,Medium,Low,Medium,High Risk,Region 22,No
28405,Operations,region_11,Bachelors,f,sourcing,1,35,5,2,0,0,57,Medium,Medium,Low,High Risk,Region 11,No
54162,Operations,region_32,Bachelors,m,other,1,27,4,4,0,0,61,Medium,Medium,Medium,Medium Risk,Region 32,No
55153,Analytics,region_2,Masters & above,m,sourcing,1,52,4,11,0,0,82,High,Medium,Medium,Medium Risk,Region 2,No
5824,Procurement,region_31,Masters & above,m,sourcing,1,39,3,10,0,0,68,Medium,Medium,Medium,Medium Risk,Region 31,No
56576,Technology,region_7,Bachelors,m,sourcing,1,28,1,2,0,0,80,High,Low,Low,High Risk,Region 7,No
63398,Operations,region_2,Masters & above,f,sourcing,1,51,4,19,0,0,60,Medium,Medium,Medium,Medium Risk,Region 2,No
65058,Procurement,region_26,Masters & above,m,sourcing,1,34,5,10,1,0,69,Medium,Medium,High,Medium Risk,Region 26,No
73693,Technology,region_28,Masters & above,f,sourcing,1,36,3,5,0,0,82,High,Medium,Medium,Medium Risk,Region 28,No
47452,Technology,region_24,Bachelors,f,sourcing,1,28,3,3,1,0,78,High,Medium,Medium,Medium Risk,Region 24,No
9158,Procurement,region_2,Bachelors,m,other,1,49,3,16,1,0,69,Medium,Medium,High,Medium Risk,Region 2,No
52691,Procurement,region_2,Below Secondary,f,sourcing,1,26,3,1,0,0,68,Medium,Medium,Low,High Risk,Region 2,No
5939,Operations,region_15,Bachelors,m,other,1,46,2,8,0,0,62,Medium,Low,Medium,High Risk,Region 15,No
40141,Finance,region_31,Bachelors,m,other,2,34,5,8,0,0,64,Medium,High,Medium,Medium Risk,Region 31,No
59345,Technology,region_25,Masters & above,m,other,1,34,3,3,0,0,76,High,Medium,Medium,Medium Risk,Region 25,No
39830,Finance,region_15,Bachelors,m,other,3,29,3,1,0,0,60,Medium,Medium,Low,High Risk,Region 15,No
67886,Operations,region_27,Bachelors,f,other,1,42,5,5,1,0,63,Medium,Medium,High,Medium Risk,Region 27,No
50912,Operations,region_14,Bachelors,m,other,1,30,3,8,0,0,54,Medium,Medium,Medium,Medium Risk,Region 14,No
17838,Technology,region_22,Bachelors,f,sourcing,1,28,4,4,0,0,79,High,Medium,Medium,Medium Risk,Region 22,No
5537,Technology,region_2,Bachelors,m,sourcing,1,29,4,2,0,0,75,High,Medium,Low,High Risk,Region 2,No
46588,Analytics,region_30,Bachelors,m,other,1,28,1,7,0,0,82,High,Low,Medium,High Risk,Region 30,No
72938,Operations,region_2,Bachelors,m,other,1,59,2,6,0,0,60,Medium,Low,Medium,High Risk,Region 2,No
68462,Operations,region_22,Masters & above,m,other,1,49,5,15,1,0,57,Medium,Medium,High,Medium Risk,Region 22,No
4667,Operations,region_26,Masters & above,m,other,1,35,3,7,0,0,57,Medium,Medium,Medium,Medium Risk,Region 26,No
29295,Technology,region_28,Masters & above,m,sourcing,1,31,5,3,1,0,80,High,Medium,Medium,Medium Risk,Region 28,No
29525,HR,region_2,Below Secondary,m,other,1,26,4,4,1,0,48,Low,Medium,Medium,Medium Risk,Region 2,No
66345,Operations,region_4,Masters & above,m,other,1,33,4,3,0,1,69,Medium,Medium,Medium,Medium Risk,Region 4,No
53340,Finance,region_30,Bachelors,f,sourcing,1,27,3,1,0,0,61,Medium,Medium,Low,High Risk,Region 30,No
36208,Sales & Marketing,region_23,Masters & above,m,other,1,45,1,18,0,0,47,Low,Low,Medium,High Risk,Region 23,No
8871,Procurement,region_2,Masters & above,f,other,1,41,4,10,1,0,69,Medium,Medium,High,Medium Risk,Region 2,No
5758,HR,region_2,Masters & above,f,other,1,34,4,3,1,0,52,Medium,Medium,Medium,Medium Risk,Region 2,No
18220,Operations,region_26,Bachelors,m,other,1,41,5,10,1,0,61,Medium,Medium,High,Medium Risk,Region 26,No
11726,Procurement,region_13,Bachelors,m,other,1,30,3,4,0,0,74,Medium,Medium,Medium,Medium Risk,Region 13,No
68278,Sales & Marketing,region_22,Bachelors,m,sourcing,3,27,3,1,0,0,51,Medium,Medium,Low,High Risk,Region 22,No
1708,Operations,region_3,Bachelors,m,other,1,27,3,3,0,0,62,Medium,Medium,Medium,Medium Risk,Region 3,No
45684,Sales & Marketing,region_22,Bachelors,m,other,2,41,3,2,0,0,49,Low,Medium,Low,High Risk,Region 22,No
6229,Analytics,region_29,Bachelors,m,sourcing,1,30,3,6,0,0,82,High,Medium,Medium,Medium Risk,Region 29,No
61959,Technology,region_2,Bachelors,m,other,1,28,4,6,1,0,84,High,Medium,High,Medium Risk,Region 2,No
32263,Operations,region_26,Bachelors,f,sourcing,1,36,4,8,0,0,62,Medium,Medium,Medium,Medium Risk,Region 26,No
69510,Operations,region_22,Masters & above,f,sourcing,1,39,5,5,0,0,61,Medium,Medium,Medium,Medium Risk,Region 22,No
24506,Procurement,region_13,Bachelors,f,sourcing,1,37,3,3,1,0,68,Medium,Medium,Medium,Medium Risk,Region 13,No
68120,Operations,region_26,Masters & above,m,sourcing,1,44,2,7,1,0,58,Medium,Low,High,High Risk,Region 26,No
70993,Finance,region_4,Masters & above,f,sourcing,2,33,3,9,0,0,58,Medium,Medium,Medium,Medium Risk,Region 4,No
41138,Procurement,region_17,Masters & above,f,other,2,39,3,3,0,0,67,Medium,Medium,Medium,Medium Risk,Region 17,No
36104,Operations,region_9,Bachelors,m,sourcing,1,27,3,4,1,0,61,Medium,Medium,Medium,Medium Risk,Region 9,No
44482,Sales & Marketing,region_19,Bachelors,m,other,1,25,3,1,0,0,49,Low,Medium,Low,High Risk,Region 19,No
60366,Sales & Marketing,region_14,Bachelors,f,other,1,37,5,3,0,0,52,Medium,Medium,Medium,Medium Risk,Region 14,No
46589,Sales & Marketing,region_13,Bachelors,m,other,1,38,2,10,0,0,49,Low,Low,Medium,High Risk,Region 13,No
61063,Operations,region_13,Masters & above,m,other,1,32,4,3,0,0,62,Medium,Medium,Medium,Medium Risk,Region 13,No
54231,HR,region_2,Masters & above,f,sourcing,1,60,5,10,1,0,50,Medium,Medium,High,Medium Risk,Region 2,No
35241,Finance,region_6,Bachelors,f,other,1,25,5,2,1,0,62,Medium,Medium,Low,High Risk,Region 6,No
19261,Analytics,region_2,Bachelors,m,sourcing,4,34,3,8,0,0,81,High,Medium,Medium,Medium Risk,Region 2,No
23566,Sales & Marketing,region_13,Bachelors,f,other,1,29,1,2,1,0,51,Medium,Low,Low,High Risk,Region 13,No
47149,Procurement,region_26,Bachelors,m,other,1,43,3,3,0,0,67,Medium,Medium,Medium,Medium Risk,Region 26,No
56245,Technology,region_17,Bachelors,m,other,1,32,3,4,0,0,80,High,Medium,Medium,Medium Risk,Region 17,No
45501,Operations,region_16,Bachelors,m,sourcing,1,50,4,11,0,0,56,Medium,Medium,Medium,Medium Risk,Region 16,No
71547,Operations,region_15,Bachelors,m,other,1,29,3,4,0,0,58,Medium,Medium,Medium,Medium Risk,Region 15,No
43503,Analytics,region_29,Bachelors,m,sourcing,1,28,5,5,1,0,85,High,Medium,High,Medium Risk,Region 29,No
37815,Sales & Marketing,region_22,Bachelors,f,sourcing,2,27,3,1,0,0,52,Medium,Medium,Low,High Risk,Region 22,No
